Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split,gender
Abadi EMBAYE,5000m Men,Diamond League Shanghai,2016,Diamond League,782.5,4,,,22.0,78.0,,PB,159.2,315.2,476.1,630.8,0
Yomif KEJELCHA,5000m Men,Diamond League Shanghai,2016,Diamond League,783.3,5,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Hagos GEBRHIWET,5000m Men,Diamond League Shanghai,2016,Diamond League,784.1,6,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Albert ROP,5000m Men,Diamond League Shanghai,2016,Diamond League,784.9,7,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Imane MERGA,5000m Men,Diamond League Shanghai,2016,Diamond League,786.2,8,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Edwin Cheruiyot SOI,5000m Men,Diamond League Shanghai,2016,Diamond League,787.7,9,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Yenew ALAMIREW,5000m Men,Diamond League Shanghai,2016,Diamond League,788.7,10,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Aweke AYALEW,5000m Men,Diamond League Shanghai,2016,Diamond League,798.1,11,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Yasin HAJI,5000m Men,Diamond League Shanghai,2016,Diamond League,799.5,12,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Birhanu LEGESE,5000m Men,Diamond League Shanghai,2016,Diamond League,811.7,13,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Bujie DUO,5000m Men,Diamond League Shanghai,2016,Diamond League,860.8,14,,,22.0,78.0,,,159.2,315.2,476.1,630.8,0
Peng LI,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,981.5,1,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Uesegi NAOFUMI,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,981.5,2,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Mathieu LEBOULANGER,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,982.3,3,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Junfeng ZHANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,983.5,4,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Yulin WANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,987.2,5,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Qixiang ZHOU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,995.2,6,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Zhongming QUE,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1015.4,7,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Lei YIN,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1049.6,8,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Jie WANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1050.6,9,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Changfu BU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1052.4,10,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Xinping XU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1055.0,11,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Yuhua WANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1058.0,12,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Shu FENG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1063.5,13,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Shan DING,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1065.4,14,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Jianlin ZHU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1065.8,15,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Lihong YANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1069.4,16,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Mingjun LIU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1075.9,17,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Haoming WANG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1078.1,18,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Ping YAN,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1091.2,19,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Yabin WU,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1100.3,20,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Yunlong BI,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1113.1,21,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Junfei SONG,5000m Men Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1192.2,22,,,24.0,69.0,,,185.9,389.4,593.1,797.0,0
Qinghua YUE,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1226.1,1,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Xianhui WANG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1226.4,2,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Noriko MAEZAWA,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1226.5,3,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Zhenzi WANG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1243.1,4,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Xingan HE,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1295.3,5,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Yinghua PU,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1300.6,6,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Cuilan SHI,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1327.8,7,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Xi LUO,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1337.9,8,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Nan YUN,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1359.0,9,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Li FENG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1453.3,10,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Zeqing DENG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1495.3,11,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Jing WU,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1505.8,12,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Yiqing ZHA,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1516.1,13,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Li ZHANG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1531.2,14,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Meng ZHANG,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1582.2,15,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Ying QU,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1637.2,16,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Jia REN,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1665.3,17,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Qingyu SHI,5000m Women Mini Diamond Race,Diamond League Shanghai,2016,Diamond League,1675.9,18,,,24.0,69.0,,,235.8,479.2,727.9,979.6,1
Ibrahim JEILAN,5000m Men,BAUHAUS-galan,2016,Diamond League,783.2,1,,,12.0,95.0,,PB,155.7,314.3,474.4,633.0,0
Yomif KEJELCHA,5000m Men,BAUHAUS-galan,2016,Diamond League,783.7,2,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Muktar EDRIS,5000m Men,BAUHAUS-galan,2016,Diamond League,785.5,3,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Yigrem DEMELASH,5000m Men,BAUHAUS-galan,2016,Diamond League,785.6,4,,,12.0,95.0,,SB,155.7,314.3,474.4,633.0,0
Yenew ALAMIREW,5000m Men,BAUHAUS-galan,2016,Diamond League,791.9,5,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Salomon BERIHU,5000m Men,BAUHAUS-galan,2016,Diamond League,792.7,6,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Hayle IBRAHIMOV,5000m Men,BAUHAUS-galan,2016,Diamond League,796.7,7,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Getaneh TAMIRE,5000m Men,BAUHAUS-galan,2016,Diamond League,800.4,8,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Morhad AMDOUNI,5000m Men,BAUHAUS-galan,2016,Diamond League,802.6,9,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Zersenay TADESE,5000m Men,BAUHAUS-galan,2016,Diamond League,806.2,10,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Zelalem BACHA REGASA,5000m Men,BAUHAUS-galan,2016,Diamond League,808.5,11,,,12.0,95.0,,SB,155.7,314.3,474.4,633.0,0
Yoann KOWAL,5000m Men,BAUHAUS-galan,2016,Diamond League,814.3,12,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Jeroen D'HOEDT,5000m Men,BAUHAUS-galan,2016,Diamond League,832.1,13,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Brett ROBINSON,5000m Men,BAUHAUS-galan,2016,Diamond League,838.8,14,,,12.0,95.0,,,155.7,314.3,474.4,633.0,0
Hagos GEBRHIWET,5000m Men,Weltklasse Zurich,2016,Diamond League,794.8,1,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Paul CHELIMO,5000m Men,Weltklasse Zurich,2016,Diamond League,796.5,2,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Evan JAGER,5000m Men,Weltklasse Zurich,2016,Diamond League,796.9,3,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Albert ROP,5000m Men,Weltklasse Zurich,2016,Diamond League,797.6,4,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Abdelaati IGUIDER,5000m Men,Weltklasse Zurich,2016,Diamond League,799.4,5,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Bernard LAGAT,5000m Men,Weltklasse Zurich,2016,Diamond League,799.7,6,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Yomif KEJELCHA,5000m Men,Weltklasse Zurich,2016,Diamond League,799.9,7,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Mohammed AHMED,5000m Men,Weltklasse Zurich,2016,Diamond League,800.3,8,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Ryan HILL,5000m Men,Weltklasse Zurich,2016,Diamond League,800.5,9,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Muktar EDRIS,5000m Men,Weltklasse Zurich,2016,Diamond League,803.1,10,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Cornelius KANGOGO,5000m Men,Weltklasse Zurich,2016,Diamond League,805.1,11,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Thomas Pkemei LONGOSIWA,5000m Men,Weltklasse Zurich,2016,Diamond League,805.5,12,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Ibrahim JEILAN,5000m Men,Weltklasse Zurich,2016,Diamond League,810.6,13,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Bethwell BIRGEN,5000m Men,Weltklasse Zurich,2016,Diamond League,811.1,14,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Isiah Kiplangat KOECH,5000m Men,Weltklasse Zurich,2016,Diamond League,811.3,15,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Paul Kipngetich TANUI,5000m Men,Weltklasse Zurich,2016,Diamond League,811.8,16,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Edwin Cheruiyot SOI,5000m Men,Weltklasse Zurich,2016,Diamond League,816.2,17,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Imane MERGA,5000m Men,Weltklasse Zurich,2016,Diamond League,840.2,18,,,22.0,64.0,,,154.4,314.4,476.6,640.1,0
Hellen OBIRI,5000m Women,Memorial Van Damme,2017,Diamond League,865.9,1,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Caroline Chepkoech KIPKIRUI,5000m Women,Memorial Van Damme,2017,Diamond League,867.5,2,,,14.0,83.0,,PB,175.2,350.5,522.0,697.9,1
Senbere TEFERI,5000m Women,Memorial Van Damme,2017,Diamond League,872.0,3,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Margaret Chelimo KIPKEMBOI,5000m Women,Memorial Van Damme,2017,Diamond League,872.8,4,,,14.0,83.0,,PB,175.2,350.5,522.0,697.9,1
Beatrice CHEPKOECH,5000m Women,Memorial Van Damme,2017,Diamond League,879.3,5,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Lilian Kasait RENGERUK,5000m Women,Memorial Van Damme,2017,Diamond League,881.6,6,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Letesenbet GIDEY,5000m Women,Memorial Van Damme,2017,Diamond League,882.7,7,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Eilish MCCOLGAN,5000m Women,Memorial Van Damme,2017,Diamond League,888.5,8,,,14.0,83.0,,PB,175.2,350.5,522.0,697.9,1
Susan KRUMINS,5000m Women,Memorial Van Damme,2017,Diamond League,891.3,9,,,14.0,83.0,,PB,175.2,350.5,522.0,697.9,1
Agnes Jebet TIROP,5000m Women,Memorial Van Damme,2017,Diamond League,892.4,10,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Etenesh DIRO NEDA,5000m Women,Memorial Van Damme,2017,Diamond League,907.7,11,,,14.0,83.0,,,175.2,350.5,522.0,697.9,1
Muktar EDRIS,5000m Men,Athletissima,2017,Diamond League,775.2,1,,,27.0,31.0,,WL|MR,155.5,311.3,471.9,626.9,0
Selemon BAREGA,5000m Men,Athletissima,2017,Diamond League,775.6,2,,,27.0,31.0,,PB,155.5,311.3,471.9,626.9,0
Joshua CHEPTEGEI,5000m Men,Athletissima,2017,Diamond League,779.8,3,,,27.0,31.0,,PB,155.5,311.3,471.9,626.9,0
Yenew ALAMIREW,5000m Men,Athletissima,2017,Diamond League,786.8,4,,,27.0,31.0,,SB,155.5,311.3,471.9,626.9,0
Birhanu LEGESE,5000m Men,Athletissima,2017,Diamond League,806.4,5,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Ben TRUE,5000m Men,Athletissima,2017,Diamond League,808.3,6,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Dawit WOLDE,5000m Men,Athletissima,2017,Diamond League,814.4,7,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Solomon BERIHU,5000m Men,Athletissima,2017,Diamond League,817.6,8,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Frederick Kipkosgei KIPTOO,5000m Men,Athletissima,2017,Diamond League,821.1,9,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Viktor KIPCHIRCHIR,5000m Men,Athletissima,2017,Diamond League,826.2,10,,,27.0,31.0,,PB,155.5,311.3,471.9,626.9,0
Cyrus RUTTO,5000m Men,Athletissima,2017,Diamond League,828.7,11,,,27.0,31.0,,,155.5,311.3,471.9,626.9,0
Hellen OBIRI,5000m Women,Golden Gala,2017,Diamond League,858.4,1,,,23.0,50.0,,WL|NR,171.5,345.3,518.3,686.8,1
Agnes Jebet TIROP,5000m Women,Golden Gala,2017,Diamond League,873.1,2,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Letesenbet GIDEY,5000m Women,Golden Gala,2017,Diamond League,873.3,3,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Yasemin CAN,5000m Women,Golden Gala,2017,Diamond League,876.8,4,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Etenesh DIRO NEDA,5000m Women,Golden Gala,2017,Diamond League,880.3,5,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Genzebe DIBABA,5000m Women,Golden Gala,2017,Diamond League,881.6,6,,,23.0,50.0,,,171.5,345.3,518.3,686.8,1
Margaret Chelimo KIPKEMBOI,5000m Women,Golden Gala,2017,Diamond League,883.9,7,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Irine Chebet CHEPTAI,5000m Women,Golden Gala,2017,Diamond League,887.1,8,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Karoline Bjerkeli GRÃ˜VDAL,5000m Women,Golden Gala,2017,Diamond League,905.4,9,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Sheila CHELANGAT,5000m Women,Golden Gala,2017,Diamond League,915.1,10,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Ana LOZANO,5000m Women,Golden Gala,2017,Diamond League,918.1,11,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Beyenu DEGEFA,5000m Women,Golden Gala,2017,Diamond League,919.5,12,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Dominique SCOTT,5000m Women,Golden Gala,2017,Diamond League,920.1,13,,,23.0,50.0,,PB,171.5,345.3,518.3,686.8,1
Haftamnesh TESFAYE,5000m Women,Golden Gala,2017,Diamond League,920.1,14,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Andrea SECCAFIEN,5000m Women,Golden Gala,2017,Diamond League,920.8,15,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Stephanie TWELL,5000m Women,Golden Gala,2017,Diamond League,924.1,16,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Bontu Edao REBITU,5000m Women,Golden Gala,2017,Diamond League,938.0,17,,,23.0,50.0,,,171.5,345.3,518.3,686.8,1
Liv WESTPHAL,5000m Women,Golden Gala,2017,Diamond League,940.7,18,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Louise CARTON,5000m Women,Golden Gala,2017,Diamond League,948.9,19,,,23.0,50.0,,SB,171.5,345.3,518.3,686.8,1
Hellen OBIRI,5000m Women,Diamond League Shanghai,2017,Diamond League,862.5,1,,,23.0,66.0,,WL,172.9,347.7,521.4,693.5,1
Senbere TEFERI,5000m Women,Diamond League Shanghai,2017,Diamond League,871.8,2,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Letesenbet GIDEY,5000m Women,Diamond League Shanghai,2017,Diamond League,876.8,3,,,23.0,66.0,,PB,172.9,347.7,521.4,693.5,1
Margaret Chelimo KIPKEMBOI,5000m Women,Diamond League Shanghai,2017,Diamond League,886.0,4,,,23.0,66.0,,PB,172.9,347.7,521.4,693.5,1
Caroline Chepkoech KIPKIRUI,5000m Women,Diamond League Shanghai,2017,Diamond League,891.9,5,,,23.0,66.0,,PB,172.9,347.7,521.4,693.5,1
Sofia ASSEFA,5000m Women,Diamond League Shanghai,2017,Diamond League,896.4,6,,,23.0,66.0,,PB,172.9,347.7,521.4,693.5,1
Sentayehu LEWETEGN,5000m Women,Diamond League Shanghai,2017,Diamond League,908.6,7,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Mercyline CHELANGAT,5000m Women,Diamond League Shanghai,2017,Diamond League,909.5,8,,,23.0,66.0,,PB,172.9,347.7,521.4,693.5,1
Etenesh DIRO NEDA,5000m Women,Diamond League Shanghai,2017,Diamond League,909.5,9,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Tsige ABREHA,5000m Women,Diamond League Shanghai,2017,Diamond League,918.3,10,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Haftamnesh TESFAYE,5000m Women,Diamond League Shanghai,2017,Diamond League,920.7,11,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Gesa Felicitas KRAUSE,5000m Women,Diamond League Shanghai,2017,Diamond League,924.5,12,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Jip VASTENBURG,5000m Women,Diamond League Shanghai,2017,Diamond League,948.0,13,,,23.0,66.0,,SB,172.9,347.7,521.4,693.5,1
Mohamed FARAH,5000m Men,Weltklasse Zurich,2017,Diamond League,786.0,1,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Muktar EDRIS,5000m Men,Weltklasse Zurich,2017,Diamond League,786.1,2,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Yomif KEJELCHA,5000m Men,Weltklasse Zurich,2017,Diamond League,786.2,3,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Selemon BAREGA,5000m Men,Weltklasse Zurich,2017,Diamond League,787.3,4,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Mohammed AHMED,5000m Men,Weltklasse Zurich,2017,Diamond League,790.3,5,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Yenew ALAMIREW,5000m Men,Weltklasse Zurich,2017,Diamond League,793.1,6,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Albert ROP,5000m Men,Weltklasse Zurich,2017,Diamond League,794.3,7,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Ben TRUE,5000m Men,Weltklasse Zurich,2017,Diamond League,797.6,8,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Birhanu LEGESE,5000m Men,Weltklasse Zurich,2017,Diamond League,804.9,9,,,17.0,87.0,,SB,155.3,313.1,471.3,637.9,0
Ronald KWEMOI,5000m Men,Weltklasse Zurich,2017,Diamond League,835.6,10,,,17.0,87.0,,,155.3,313.1,471.3,637.9,0
Selemon BAREGA,5000m Men,Memorial Van Damme,2018,Diamond League,763.0,1,,,18.0,37.0,,DLR|WL|PB,151.7,311.6,464.6,615.8,0
Hagos GEBRHIWET,5000m Men,Memorial Van Damme,2018,Diamond League,765.8,2,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Yomif KEJELCHA,5000m Men,Memorial Van Damme,2018,Diamond League,766.8,3,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Muktar EDRIS,5000m Men,Memorial Van Damme,2018,Diamond League,775.2,4,,,18.0,37.0,,SB,151.7,311.6,464.6,615.8,0
Abadi HADIS,5000m Men,Memorial Van Damme,2018,Diamond League,776.3,5,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Paul CHELIMO,5000m Men,Memorial Van Damme,2018,Diamond League,777.5,6,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Richard YATOR,5000m Men,Memorial Van Damme,2018,Diamond League,779.4,7,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Getaneh MOLLA,5000m Men,Memorial Van Damme,2018,Diamond League,779.6,8,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Mohammed AHMED,5000m Men,Memorial Van Damme,2018,Diamond League,783.1,9,,,18.0,37.0,,SB,151.7,311.6,464.6,615.8,0
Ben TRUE,5000m Men,Memorial Van Damme,2018,Diamond League,784.1,10,,,18.0,37.0,,SB,151.7,311.6,464.6,615.8,0
Bashir ABDI,5000m Men,Memorial Van Damme,2018,Diamond League,784.9,11,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Stewart MCSWEYN,5000m Men,Memorial Van Damme,2018,Diamond League,785.2,12,,,18.0,37.0,,PB,151.7,311.6,464.6,615.8,0
Cyrus RUTTO,5000m Men,Memorial Van Damme,2018,Diamond League,808.3,13,,,18.0,37.0,,,151.7,311.6,464.6,615.8,0
Birhanu BALEW,5000m Men,Athletissima,2018,Diamond League,781.1,1,,,19.0,62.0,,WL|PB,154.7,313.4,474.6,633.4,0
Selemon BAREGA,5000m Men,Athletissima,2018,Diamond League,782.7,2,,,19.0,62.0,,SB,154.7,313.4,474.6,633.4,0
Abadi HADIS,5000m Men,Athletissima,2018,Diamond League,783.6,3,,,19.0,62.0,,SB,154.7,313.4,474.6,633.4,0
Getaneh MOLLA,5000m Men,Athletissima,2018,Diamond League,784.0,4,,,19.0,62.0,,PB,154.7,313.4,474.6,633.4,0
Richard YATOR,5000m Men,Athletissima,2018,Diamond League,785.0,5,,,19.0,62.0,,PB,154.7,313.4,474.6,633.4,0
Muktar EDRIS,5000m Men,Athletissima,2018,Diamond League,786.2,6,,,19.0,62.0,,SB,154.7,313.4,474.6,633.4,0
Telahun Haile BEKELE,5000m Men,Athletissima,2018,Diamond League,787.0,7,,,19.0,62.0,,,154.7,313.4,474.6,633.4,0
Aron KIFLE,5000m Men,Athletissima,2018,Diamond League,787.6,8,,,19.0,62.0,,PB,154.7,313.4,474.6,633.4,0
Stephen KISSA,5000m Men,Athletissima,2018,Diamond League,790.9,9,,,19.0,62.0,,PB,154.7,313.4,474.6,633.4,0
Davis KIPLANGAT,5000m Men,Athletissima,2018,Diamond League,793.6,10,,,19.0,62.0,,,154.7,313.4,474.6,633.4,0
Soufiyan BOUQANTAR,5000m Men,Athletissima,2018,Diamond League,814.7,11,,,19.0,62.0,,,154.7,313.4,474.6,633.4,0
Henrik INGEBRIGTSEN,5000m Men,Athletissima,2018,Diamond League,815.3,12,,,19.0,62.0,,,154.7,313.4,474.6,633.4,0
Julien WANDERS,5000m Men,Athletissima,2018,Diamond League,816.2,13,,,19.0,62.0,,,154.7,313.4,474.6,633.4,0
Paul CHELIMO,5000m Men,London Athletics Meet,2018,Diamond League,794.0,1,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Muktar EDRIS,5000m Men,London Athletics Meet,2018,Diamond League,794.4,2,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Yomif KEJELCHA,5000m Men,London Athletics Meet,2018,Diamond League,794.4,3,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Birhanu BALEW,5000m Men,London Athletics Meet,2018,Diamond League,796.0,4,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Hagos GEBRHIWET,5000m Men,London Athletics Meet,2018,Diamond League,796.4,5,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Cyrus RUTTO,5000m Men,London Athletics Meet,2018,Diamond League,796.5,6,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Mohammed AHMED,5000m Men,London Athletics Meet,2018,Diamond League,796.8,7,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Richard YATOR,5000m Men,London Athletics Meet,2018,Diamond League,798.0,8,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Hassan MEAD,5000m Men,London Athletics Meet,2018,Diamond League,799.8,9,,,25.0,47.0,,SB,164.6,326.6,485.7,647.6,0
Ben TRUE,5000m Men,London Athletics Meet,2018,Diamond League,800.0,10,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Bethwell BIRGEN,5000m Men,London Athletics Meet,2018,Diamond League,800.1,11,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Stewart MCSWEYN,5000m Men,London Athletics Meet,2018,Diamond League,800.2,12,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
Shadrack KIPCHIRCHIR,5000m Men,London Athletics Meet,2018,Diamond League,800.3,13,,,25.0,47.0,,,164.6,326.6,485.7,647.6,0
