Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split
Birhan TESFAYE,5000m Men,Athletissima,2013,Diamond League,13:14.6,7,,,20,62,,PB,02:34.5,,07:53.6,10:36.0
Yigrem DEMELASH,5000m Men,Athletissima,2013,Diamond League,13:16.8,8,,,20,62,,,02:34.5,,07:53.6,10:36.0
Bouabdellah TAHRI,5000m Men,Athletissima,2013,Diamond League,13:17.4,9,,,20,62,,SB,02:34.5,,07:53.6,10:36.0
Diego ESTRADA,5000m Men,Athletissima,2013,Diamond League,13:27.8,10,,,20,62,,,02:34.5,,07:53.6,10:36.0
Teklemariam MEDHIN,5000m Men,Athletissima,2013,Diamond League,13:32.9,11,,,20,62,,,02:34.5,,07:53.6,10:36.0
Yitayal Atnafu ZERIHUN,5000m Men,Athletissima,2013,Diamond League,13:35.0,12,,,20,62,,,02:34.5,,07:53.6,10:36.0
Aziz LAHBABI,5000m Men,Athletissima,2013,Diamond League,13:36.9,13,,,20,62,,,02:34.5,,07:53.6,10:36.0
Goitom KIFLE,5000m Men,Athletissima,2013,Diamond League,13:42.7,14,,,20,62,,,02:34.5,,07:53.6,10:36.0
Geofrey BARUSEI,5000m Men,Athletissima,2013,Diamond League,DNF,0,,,20,62,,,02:34.5,,07:53.6,10:36.0
Vincent RONO,5000m Men,Athletissima,2013,Diamond League,DNF,0,,,20,62,,,02:34.5,,07:53.6,10:36.0
Edwin Cheruiyot SOI,5000m Men,Herculis,2013,Diamond League,12:51.3,1,,,22,77,,WL|MR,02:31.7,05:04.0,07:41.6,10:20.9
Albert ROP,5000m Men,Herculis,2013,Diamond League,12:52.0,2,,,22,77,,AR,02:31.7,05:04.0,07:41.6,10:20.9
Isiah Kiplangat KOECH,5000m Men,Herculis,2013,Diamond League,12:56.1,3,,,22,77,,SB,02:31.7,05:04.0,07:41.6,10:20.9
Thomas Pkemei LONGOSIWA,5000m Men,Herculis,2013,Diamond League,12:59.8,4,,,22,77,,SB,02:31.7,05:04.0,07:41.6,10:20.9
Lawi LALANG,5000m Men,Herculis,2013,Diamond League,13:00.9,5,,,22,77,,PB,02:31.7,05:04.0,07:41.6,10:20.9
Galen RUPP,5000m Men,Herculis,2013,Diamond League,13:05.2,6,,,22,77,,SB,02:31.7,05:04.0,07:41.6,10:20.9
Augustine Kiprono CHOGE,5000m Men,Herculis,2013,Diamond League,13:11.0,7,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Ben TRUE,5000m Men,Herculis,2013,Diamond League,13:14.0,8,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Hayle IBRAHIMOV,5000m Men,Herculis,2013,Diamond League,13:27.9,9,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Collis BIRMINGHAM,5000m Men,Herculis,2013,Diamond League,13:29.5,10,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Alberto LOZANO DE PEDRO,5000m Men,Herculis,2013,Diamond League,13:32.3,11,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Yuki SATO,5000m Men,Herculis,2013,Diamond League,13:34.2,12,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Andrew BAYER,5000m Men,Herculis,2013,Diamond League,13:36.6,13,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Yigrem DEMELASH,5000m Men,Herculis,2013,Diamond League,13:40.0,14,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Chris THOMPSON,5000m Men,Herculis,2013,Diamond League,13:40.3,15,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Gideon GATHIMBA,5000m Men,Herculis,2013,Diamond League,DNF,0,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Bernard LAGAT,5000m Men,Herculis,2013,Diamond League,DNF,0,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Vincent RONO,5000m Men,Herculis,2013,Diamond League,DNF,0,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Nouredine SMAIL,5000m Men,Herculis,2013,Diamond League,DNF,0,,,22,77,,,02:31.7,05:04.0,07:41.6,10:20.9
Hagos GEBRHIWET,5000m Men,Adidas Grand Prix,2013,Diamond League,13:10.0,1,,,12,66,,WL,02:40.8,05:18.4,07:53.5,10:29.9
Vincent Kiprop CHEPKOK,5000m Men,Adidas Grand Prix,2013,Diamond League,13:15.5,2,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Ibrahim JEILAN,5000m Men,Adidas Grand Prix,2013,Diamond League,13:16.5,3,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Ben TRUE,5000m Men,Adidas Grand Prix,2013,Diamond League,13:16.9,4,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Juan Luis BARRIOS,5000m Men,Adidas Grand Prix,2013,Diamond League,13:28.2,5,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Dejen GEBREMESKEL,5000m Men,Adidas Grand Prix,2013,Diamond League,13:31.0,6,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Mark Kosgei KIPTOO,5000m Men,Adidas Grand Prix,2013,Diamond League,13:36.9,7,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Daniele MEUCCI,5000m Men,Adidas Grand Prix,2013,Diamond League,13:50.5,8,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
David Kiprotich BETT,5000m Men,Adidas Grand Prix,2013,Diamond League,DNF,0,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Anthony FAMIGLIETTI,5000m Men,Adidas Grand Prix,2013,Diamond League,DNF,0,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Gideon GATHIMBA,5000m Men,Adidas Grand Prix,2013,Diamond League,DNF,0,,,12,66,,,02:40.8,05:18.4,07:53.5,10:29.9
Meseret DEFAR,5000m Women,Bislett Games,2013,Diamond League,14:26.9,1,,,15,87,,WL,02:54.5,05:52.4,08:48.1,11:40.7
Viola Jelagat KIBIWOT,5000m Women,Bislett Games,2013,Diamond League,14:33.5,2,,,15,87,,PB,02:54.5,05:52.4,08:48.1,11:40.7
Genzebe DIBABA,5000m Women,Bislett Games,2013,Diamond League,14:37.7,3,,,15,87,,SB,02:54.5,05:52.4,08:48.1,11:40.7
Margaret Wangari MURIUKI,5000m Women,Bislett Games,2013,Diamond League,14:40.5,4,,,15,87,,PB,02:54.5,05:52.4,08:48.1,11:40.7
Mercy CHERONO,5000m Women,Bislett Games,2013,Diamond League,14:42.4,5,,,15,87,,SB,02:54.5,05:52.4,08:48.1,11:40.7
Buze DIRIBA,5000m Women,Bislett Games,2013,Diamond League,14:50.0,6,,,15,87,,PB,02:54.5,05:52.4,08:48.1,11:40.7
Agnes Jebet TIROP,5000m Women,Bislett Games,2013,Diamond League,14:50.4,7,,,15,87,,PB,02:54.5,05:52.4,08:48.1,11:40.7
Irine Chebet CHEPTAI,5000m Women,Bislett Games,2013,Diamond League,14:57.6,8,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Sylvia Jebiwot KIBET,5000m Women,Bislett Games,2013,Diamond League,15:02.0,9,,,15,87,,SB,02:54.5,05:52.4,08:48.1,11:40.7
Shitaye ESHETE,5000m Women,Bislett Games,2013,Diamond League,15:03.5,10,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Susan KUIJKEN,5000m Women,Bislett Games,2013,Diamond League,15:04.4,11,,,15,87,,PB,02:54.5,05:52.4,08:48.1,11:40.7
Genet YALEW,5000m Women,Bislett Games,2013,Diamond League,15:04.4,12,,,15,87,,SB,02:54.5,05:52.4,08:48.1,11:40.7
Gotytom GEBRESLASE,5000m Women,Bislett Games,2013,Diamond League,15:24.1,13,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Karoline Bjerkeli GRÃ˜VDAL,5000m Women,Bislett Games,2013,Diamond League,15:27.3,14,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Janet ACHOLA,5000m Women,Bislett Games,2013,Diamond League,DNF,0,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Janet KISA,5000m Women,Bislett Games,2013,Diamond League,DNF,0,,,15,87,,,02:54.5,05:52.4,08:48.1,11:40.7
Tirunesh DIBABA,5000m Women,Meeting de Paris,2013,Diamond League,14:23.7,1,,,26,45,,WL|MR,02:51.8,05:45.2,08:40.5,11:38.3
Almaz AYANA,5000m Women,Meeting de Paris,2013,Diamond League,14:25.8,2,,,26,45,,PB,02:51.8,05:45.2,08:40.5,11:38.3
Gelete BURKA,5000m Women,Meeting de Paris,2013,Diamond League,14:42.1,3,,,26,45,,SB,02:51.8,05:45.2,08:40.5,11:38.3
Sule UTURA,5000m Women,Meeting de Paris,2013,Diamond League,14:59.7,4,,,26,45,,SB,02:51.8,05:45.2,08:40.5,11:38.3
Buze DIRIBA,5000m Women,Meeting de Paris,2013,Diamond League,15:01.4,5,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Molly HUDDLE,5000m Women,Meeting de Paris,2013,Diamond League,15:10.6,6,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Alemitu HAROYE,5000m Women,Meeting de Paris,2013,Diamond League,15:11.8,7,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Genet YALEW,5000m Women,Meeting de Paris,2013,Diamond League,15:12.0,8,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Jackie ARESON,5000m Women,Meeting de Paris,2013,Diamond League,15:12.1,9,,,26,45,,PB,02:51.8,05:45.2,08:40.5,11:38.3
Sophie DUARTE,5000m Women,Meeting de Paris,2013,Diamond League,15:14.6,10,,,26,45,,PB,02:51.8,05:45.2,08:40.5,11:38.3
Stephanie TWELL,5000m Women,Meeting de Paris,2013,Diamond League,15:18.6,11,,,26,45,,SB,02:51.8,05:45.2,08:40.5,11:38.3
Afera GODFAY,5000m Women,Meeting de Paris,2013,Diamond League,15:20.4,12,,,26,45,,SB,02:51.8,05:45.2,08:40.5,11:38.3
Amy HASTINGS,5000m Women,Meeting de Paris,2013,Diamond League,15:28.8,13,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Gabriele ANDERSON,5000m Women,Meeting de Paris,2013,Diamond League,DNF,0,,,26,45,,,02:51.8,05:45.2,08:40.5,11:38.3
Yenew ALAMIREW,5000m Men,Golden Gala,2013,Diamond League,12:55.0,1,,,20,68,,WL,02:35.5,05:09.7,07:44.3,10:22.6
Hagos GEBRHIWET,5000m Men,Golden Gala,2013,Diamond League,12:55.7,2,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
Isiah Kiplangat KOECH,5000m Men,Golden Gala,2013,Diamond League,12:58.9,3,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
John KIPKOECH,5000m Men,Golden Gala,2013,Diamond League,13:01.6,4,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
Edwin Cheruiyot SOI,5000m Men,Golden Gala,2013,Diamond League,13:02.5,5,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
Caleb Mwangangi NDIKU,5000m Men,Golden Gala,2013,Diamond League,13:03.8,6,,,20,68,,PB,02:35.5,05:09.7,07:44.3,10:22.6
Imane MERGA,5000m Men,Golden Gala,2013,Diamond League,13:09.2,7,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Albert ROP,5000m Men,Golden Gala,2013,Diamond League,13:10.1,8,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
Yigrem DEMELASH,5000m Men,Golden Gala,2013,Diamond League,13:13.2,9,,,20,68,,SB,02:35.5,05:09.7,07:44.3,10:22.6
Geoffrey KIRUI,5000m Men,Golden Gala,2013,Diamond League,13:18.0,10,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Thomas Pkemei LONGOSIWA,5000m Men,Golden Gala,2013,Diamond League,13:34.0,11,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Jamal HITRANE,5000m Men,Golden Gala,2013,Diamond League,13:43.3,12,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Eric SEBAHIRE,5000m Men,Golden Gala,2013,Diamond League,13:45.4,13,,,20,68,,PB,02:35.5,05:09.7,07:44.3,10:22.6
Bashir ABDI,5000m Men,Golden Gala,2013,Diamond League,13:53.3,14,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Geofrey BARUSEI,5000m Men,Golden Gala,2013,Diamond League,DNF,0,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Hayle IBRAHIMOV,5000m Men,Golden Gala,2013,Diamond League,DNF,0,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Vincent RONO,5000m Men,Golden Gala,2013,Diamond League,DNF,0,,,20,68,,,02:35.5,05:09.7,07:44.3,10:22.6
Genzebe DIBABA,5000m Women,Diamond League Shanghai,2013,Diamond League,14:45.9,1,,,20,85,,WL,02:55.9,05:52.8,08:56.9,12:00.8
Meseret DEFAR,5000m Women,Diamond League Shanghai,2013,Diamond League,14:47.8,2,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Viola Jelagat KIBIWOT,5000m Women,Diamond League Shanghai,2013,Diamond League,14:48.3,3,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Mercy CHERONO,5000m Women,Diamond League Shanghai,2013,Diamond League,14:49.8,4,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Mary Mureithi WANGARI,5000m Women,Diamond League Shanghai,2013,Diamond League,14:49.9,5,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Buze DIRIBA,5000m Women,Diamond League Shanghai,2013,Diamond League,14:50.2,6,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Irine Chebet CHEPTAI,5000m Women,Diamond League Shanghai,2013,Diamond League,14:51.0,7,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Gelete BURKA,5000m Women,Diamond League Shanghai,2013,Diamond League,14:59.1,8,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Sylvia Jebiwot KIBET,5000m Women,Diamond League Shanghai,2013,Diamond League,15:02.9,9,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Azemra GEBRU,5000m Women,Diamond League Shanghai,2013,Diamond League,15:02.9,10,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Janet KISA,5000m Women,Diamond League Shanghai,2013,Diamond League,15:05.9,11,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Genet YALEW,5000m Women,Diamond League Shanghai,2013,Diamond League,15:08.0,12,,,20,85,,SB,02:55.9,05:52.8,08:56.9,12:00.8
Gotytom GEBRESLASE,5000m Women,Diamond League Shanghai,2013,Diamond League,15:11.1,13,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Ruti AGA,5000m Women,Diamond League Shanghai,2013,Diamond League,15:13.5,14,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Magdalene MASAI,5000m Women,Diamond League Shanghai,2013,Diamond League,15:17.5,15,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Alemitu HAROYE,5000m Women,Diamond League Shanghai,2013,Diamond League,15:19.1,16,,,20,85,,PB,02:55.9,05:52.8,08:56.9,12:00.8
Huimin XIAO,5000m Women,Diamond League Shanghai,2013,Diamond League,16:16.3,17,,,20,85,,SB,02:55.9,05:52.8,08:56.9,12:00.8
Janet ACHOLA,5000m Women,Diamond League Shanghai,2013,Diamond League,DNF,0,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Helen CLITHEROE,5000m Women,Diamond League Shanghai,2013,Diamond League,DNF,0,,,20,85,,,02:55.9,05:52.8,08:56.9,12:00.8
Meseret DEFAR,5000m Women,Weltklasse Zurich,2013,Diamond League,14:32.8,1,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Tirunesh DIBABA,5000m Women,Weltklasse Zurich,2013,Diamond League,14:34.8,2,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Mercy CHERONO,5000m Women,Weltklasse Zurich,2013,Diamond League,14:40.3,3,,,20,59,,SB,02:56.6,05:57.9,08:54.9,11:52.1
Emily CHEBET,5000m Women,Weltklasse Zurich,2013,Diamond League,14:46.9,4,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Gladys CHERONO,5000m Women,Weltklasse Zurich,2013,Diamond League,14:47.1,5,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Viola Jelagat KIBIWOT,5000m Women,Weltklasse Zurich,2013,Diamond League,14:52.5,6,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Jenny SIMPSON,5000m Women,Weltklasse Zurich,2013,Diamond League,14:56.3,7,,,20,59,,PB,02:56.6,05:57.9,08:54.9,11:52.1
Buze DIRIBA,5000m Women,Weltklasse Zurich,2013,Diamond League,14:56.3,8,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Agnes Jebet TIROP,5000m Women,Weltklasse Zurich,2013,Diamond League,14:56.5,9,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Molly HUDDLE,5000m Women,Weltklasse Zurich,2013,Diamond League,14:58.2,10,,,20,59,,SB,02:56.6,05:57.9,08:54.9,11:52.1
Sylvia Jebiwot KIBET,5000m Women,Weltklasse Zurich,2013,Diamond League,14:58.3,11,,,20,59,,SB,02:56.6,05:57.9,08:54.9,11:52.1
Chelsea REILLY,5000m Women,Weltklasse Zurich,2013,Diamond League,15:10.1,12,,,20,59,,PB,02:56.6,05:57.9,08:54.9,11:52.1
Stephanie TWELL,5000m Women,Weltklasse Zurich,2013,Diamond League,15:37.7,13,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Janet ACHOLA,5000m Women,Weltklasse Zurich,2013,Diamond League,DNF,0,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Gabriele ANDERSON,5000m Women,Weltklasse Zurich,2013,Diamond League,DNF,0,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Genzebe DIBABA,5000m Women,Weltklasse Zurich,2013,Diamond League,DNF,0,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Jordan HASAY,5000m Women,Weltklasse Zurich,2013,Diamond League,DNF,0,,,20,59,,,02:56.6,05:57.9,08:54.9,11:52.1
Caleb Mwangangi NDIKU,5000m Men,Prefontaine Classic,2014,Diamond League,13:01.7,1,,,22,44,,WL,02:35.4,05:14.4,07:52.8,10:33.4
Yenew ALAMIREW,5000m Men,Prefontaine Classic,2014,Diamond League,13:02.9,2,,,22,44,,SB,02:35.4,05:14.4,07:52.8,10:33.4
Edwin Cheruiyot SOI,5000m Men,Prefontaine Classic,2014,Diamond League,13:04.9,3,,,22,44,,SB,02:35.4,05:14.4,07:52.8,10:33.4
Albert ROP,5000m Men,Prefontaine Classic,2014,Diamond League,13:06.1,4,,,22,44,,SB,02:35.4,05:14.4,07:52.8,10:33.4
Isiah Kiplangat KOECH,5000m Men,Prefontaine Classic,2014,Diamond League,13:07.5,5,,,22,44,,SB,02:35.4,05:14.4,07:52.8,10:33.4
John KIPKOECH,5000m Men,Prefontaine Classic,2014,Diamond League,13:11.0,6,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Hagos GEBRHIWET,5000m Men,Prefontaine Classic,2014,Diamond League,13:13.2,7,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Augustine Kiprono CHOGE,5000m Men,Prefontaine Classic,2014,Diamond League,13:14.2,8,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Chris DERRICK,5000m Men,Prefontaine Classic,2014,Diamond League,13:15.6,9,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Hassan MEAD,5000m Men,Prefontaine Classic,2014,Diamond League,13:19.6,10,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Ben TRUE,5000m Men,Prefontaine Classic,2014,Diamond League,13:25.1,11,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Collis BIRMINGHAM,5000m Men,Prefontaine Classic,2014,Diamond League,13:27.2,12,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Antonio ABADÃA BECI,5000m Men,Prefontaine Classic,2014,Diamond League,13:30.9,13,,,22,44,,PB,02:35.4,05:14.4,07:52.8,10:33.4
Bernard LAGAT,5000m Men,Prefontaine Classic,2014,Diamond League,13:31.2,14,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Juan Luis BARRIOS,5000m Men,Prefontaine Classic,2014,Diamond League,13:43.1,15,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Girma MECHESO,5000m Men,Prefontaine Classic,2014,Diamond League,13:45.3,16,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Ryan HILL,5000m Men,Prefontaine Classic,2014,Diamond League,13:57.1,17,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Andrew BUMBALOUGH,5000m Men,Prefontaine Classic,2014,Diamond League,DNF,0,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
German FERNANDEZ,5000m Men,Prefontaine Classic,2014,Diamond League,DNF,0,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Gideon GATHIMBA,5000m Men,Prefontaine Classic,2014,Diamond League,DNF,0,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Cameron LEVINS,5000m Men,Prefontaine Classic,2014,Diamond League,DNF,0,,,22,44,,,02:35.4,05:14.4,07:52.8,10:33.4
Hagos GEBRHIWET,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:11.1,1,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Yenew ALAMIREW,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:11.8,2,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Edwin Cheruiyot SOI,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:13.5,3,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Thomas Pkemei LONGOSIWA,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:14.0,4,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Emmanuel Kipkemei BETT,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:14.9,5,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Cameron LEVINS,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:15.4,6,,,18,74,,SB,02:40.2,05:20.4,08:00.4,10:42.4
Augustine Kiprono CHOGE,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:18.8,7,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Ibrahim JEILAN,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:19.4,8,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Andrew BUMBALOUGH,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:25.5,9,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Ben ST. LAWRENCE,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:25.7,10,,,18,74,,SB,02:40.2,05:20.4,08:00.4,10:42.4
Hassan MEAD,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:26.5,11,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Bernard LAGAT,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:27.1,12,,,18,74,,SB,02:40.2,05:20.4,08:00.4,10:42.4
Tariku BEKELE,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:28.4,13,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Ryan HILL,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:31.0,14,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Jonathan MELLOR,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:31.2,15,,,18,74,,PB,02:40.2,05:20.4,08:00.4,10:42.4
Collis BIRMINGHAM,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:49.8,16,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Ross MILLINGTON,5000m Men,Glasgow Grand Prix,2014,Diamond League,13:58.0,17,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Geofrey BARUSEI,5000m Men,Glasgow Grand Prix,2014,Diamond League,DNF,0,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Vincent Kiprotich MUTAI,5000m Men,Glasgow Grand Prix,2014,Diamond League,DNF,0,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Dejen GEBREMESKEL,5000m Men,Glasgow Grand Prix,2014,Diamond League,DNS,0,,,18,74,,,02:40.2,05:20.4,08:00.4,10:42.4
Genzebe DIBABA,5000m Women,Herculis,2014,Diamond League,14:28.9,1,,,25,75,,WL,02:56.2,05:52.5,08:46.4,11:42.5
Almaz AYANA,5000m Women,Herculis,2014,Diamond League,14:29.2,2,,,25,75,,SB,02:56.2,05:52.5,08:46.4,11:42.5
Viola Jelagat KIBIWOT,5000m Women,Herculis,2014,Diamond League,14:33.7,3,,,25,75,,SB,02:56.2,05:52.5,08:46.4,11:42.5
Sally KIPYEGO,5000m Women,Herculis,2014,Diamond League,14:37.2,4,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Betsy SAINA,5000m Women,Herculis,2014,Diamond League,14:39.5,5,,,25,75,,PB,02:56.2,05:52.5,08:46.4,11:42.5
Molly HUDDLE,5000m Women,Herculis,2014,Diamond League,14:42.6,6,,,25,75,,AR,02:56.2,05:52.5,08:46.4,11:42.5
Mercy CHERONO,5000m Women,Herculis,2014,Diamond League,14:44.6,7,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Shannon ROWBURY,5000m Women,Herculis,2014,Diamond League,14:48.7,8,,,25,75,,PB,02:56.2,05:52.5,08:46.4,11:42.5
Janet KISA,5000m Women,Herculis,2014,Diamond League,14:59.9,9,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Sifan HASSAN,5000m Women,Herculis,2014,Diamond League,15:08.0,10,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Mimi BELETE,5000m Women,Herculis,2014,Diamond League,15:11.6,11,,,25,75,,PB,02:56.2,05:52.5,08:46.4,11:42.5
Clemence CALVIN,5000m Women,Herculis,2014,Diamond League,15:12.8,12,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Kim CONLEY,5000m Women,Herculis,2014,Diamond League,15:37.1,13,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Dolores CHECA,5000m Women,Herculis,2014,Diamond League,DNF,0,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Jordan HASAY,5000m Women,Herculis,2014,Diamond League,DNF,0,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Irene JELAGAT,5000m Women,Herculis,2014,Diamond League,DNF,0,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Tamara TVERDOSTUP,5000m Women,Herculis,2014,Diamond League,DNF,0,,,25,75,,,02:56.2,05:52.5,08:46.4,11:42.5
Yenew ALAMIREW,5000m Men,Bislett Games,2014,Diamond League,13:01.6,1,,,22,37,,WL,02:34.8,05:17.7,07:57.2,10:37.8
Caleb Mwangangi NDIKU,5000m Men,Bislett Games,2014,Diamond League,13:02.1,2,,,22,37,,,02:34.8,05:17.7,07:57.2,10:37.8
Galen RUPP,5000m Men,Bislett Games,2014,Diamond League,13:03.3,3,,,22,37,,SB,02:34.8,05:17.7,07:57.2,10:37.8
